Match Number,Round Number,Date,Location,Home Team,Away Team,Result
972,19,07/03/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,Philadelphia 76ers,
973,19,07/03/2023 00:00,Capital One Arena,Washington Wizards,Milwaukee Bucks,
974,19,07/03/2023 00:30,Miami-Dade Arena,Miami Heat,Atlanta Hawks,
975,19,07/03/2023 02:00,Ball Arena,Denver Nuggets,Toronto Raptors,
976,19,07/03/2023 03:00,Golden 1 Center,Sacramento Kings,New Orleans Pelicans,
977,19,08/03/2023 00:00,Little Caesars Arena,Detroit Pistons,Portland Trail Blazers,
978,19,08/03/2023 00:00,Amway Center,Orlando Magic,Milwaukee Bucks,
979,19,08/03/2023 00:30,Madison Square Garden,New York Knicks,Charlotte Hornets,
980,19,08/03/2023 00:30,Target Center,Minnesota Timberwolves,Philadelphia 76ers,
981,19,08/03/2023 01:00,Toyota Center,Houston Rockets,Brooklyn Nets,
982,19,08/03/2023 01:00,Paycom Center,Oklahoma City Thunder,Golden State Warriors,
983,19,08/03/2023 01:30,American Airlines Center,Dallas Mavericks,Utah Jazz,
984,19,08/03/2023 03:00,Crypto.com Arena,Los Angeles Lakers,Memphis Grizzlies,
985,19,09/03/2023 00:00,Capital One Arena,Washington Wizards,Atlanta Hawks,
986,19,09/03/2023 00:30,TD Garden,Boston Celtics,Portland Trail Blazers,
987,19,09/03/2023 00:30,Miami-Dade Arena,Miami Heat,Cleveland Cavaliers,
988,19,09/03/2023 00:30,Smoothie King Center,New Orleans Pelicans,Dallas Mavericks,
989,19,09/03/2023 02:00,Ball Arena,Denver Nuggets,Chicago Bulls,
990,19,09/03/2023 02:00,Footprint Center,Phoenix Suns,Oklahoma City Thunder,
991,19,09/03/2023 03:00,Crypto.com Arena,LA Clippers,Toronto Raptors,
992,20,10/03/2023 00:00,Little Caesars Arena,Detroit Pistons,Charlotte Hornets,
993,20,10/03/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,Houston Rockets,
994,20,10/03/2023 00:00,Amway Center,Orlando Magic,Utah Jazz,
995,20,10/03/2023 00:30,Fiserv Forum,Milwaukee Bucks,Brooklyn Nets,
996,20,10/03/2023 03:00,FedExForum,Memphis Grizzlies,Golden State Warriors,
997,20,10/03/2023 03:00,Golden 1 Center,Sacramento Kings,New York Knicks,
998,20,11/03/2023 00:00,Wells Fargo Center,Philadelphia 76ers,Portland Trail Blazers,
999,20,11/03/2023 00:00,Capital One Arena,Washington Wizards,Atlanta Hawks,
1000,20,11/03/2023 01:00,Miami-Dade Arena,Miami Heat,Cleveland Cavaliers,
1001,20,11/03/2023 01:00,Target Center,Minnesota Timberwolves,Brooklyn Nets,
1002,20,11/03/2023 01:00,AT&T Center,San Antonio Spurs,Denver Nuggets,
1003,20,11/03/2023 03:30,Crypto.com Arena,Los Angeles Lakers,Toronto Raptors,
1004,20,11/03/2023 21:00,Crypto.com Arena,LA Clippers,New York Knicks,
1005,20,12/03/2023 00:00,Spectrum Center,Charlotte Hornets,Utah Jazz,
1006,20,12/03/2023 00:00,Little Caesars Arena,Detroit Pistons,Indiana Pacers,
1007,20,12/03/2023 00:00,Amway Center,Orlando Magic,Miami Heat,
1008,20,12/03/2023 00:30,State Farm Arena,Atlanta Hawks,Boston Celtics,
1009,20,12/03/2023 01:00,Toyota Center,Houston Rockets,Chicago Bulls,
1010,20,12/03/2023 01:00,FedExForum,Memphis Grizzlies,Dallas Mavericks,
1011,20,12/03/2023 01:30,Smoothie King Center,New Orleans Pelicans,Oklahoma City Thunder,
1012,20,12/03/2023 01:30,Chase Center,Golden State Warriors,Milwaukee Bucks,
1013,20,12/03/2023 02:00,Footprint Center,Phoenix Suns,Sacramento Kings,
1014,20,12/03/2023 19:30,Ball Arena,Denver Nuggets,Brooklyn Nets,
1015,20,12/03/2023 21:00,Spectrum Center,Charlotte Hornets,Cleveland Cavaliers,
